Sale ID,Date,Brand,Model,Price,Quantity,Total Sales,Customer Age,Gender,City,Payment Method,Storage,RAM,Rating
MS0307,45833,Oppo,A79,16499,1,16499,44,Female,Mysuru,Debit Card,256 GB,6 GB,4.7
MS0138,45836,Realme,12 Pro,23499,1,23499,27,Male,Shivamogga,UPI,512 GB,6 GB,4.5
MS0406,45837,Apple,iPhone 15,69999,3,209997,53,Female,Mangaluru,Cash,128 GB,6 GB,3.4
MS0490,45837,Realme,Narzo 70,15499,1,15499,23,Female,Davangere,UPI,256 GB,8 GB,4.8
MS0195,45837,Xiaomi,Redmi Note 13,15499,1,15499,26,Male,Tumakuru,Credit Card,128 GB,8 GB,4.6
MS0342,45838,OnePlus,OnePlus 12R,42499,1,42499,52,Female,Dharwad,Credit Card,256 GB,8 GB,3.4
MS0224,45841,Samsung,Galaxy A35,28499,1,28499,38,Female,Bengaluru,UPI,256 GB,8 GB,4.7
MS0467,45842,Xiaomi,Redmi Note 13,15999,1,15999,35,Male,Mysuru,EMI,512 GB,16 GB,4.5
MS0397,45843,Apple,iPhone 15,69499,1,69499,27,Male,Hassan,Cash,256 GB,8 GB,3.5
MS0205,45844,Samsung,Galaxy A55,38499,1,38499,44,Female,Tumakuru,Cash,128 GB,6 GB,3.9
MS0155,45844,Xiaomi,Poco X6,19999,1,19999,54,Female,Hubballi,Debit Card,128 GB,12 GB,4.5
MS0237,45844,Oppo,F25 Pro,22999,1,22999,37,Male,Davangere,Cash,512 GB,12 GB,4.1
MS0345,45845,OnePlus,OnePlus 12,61999,3,185997,21,Female,Bengaluru,Credit Card,256 GB,8 GB,3.3
MS0033,45845,Xiaomi,Redmi Note 13 Pro,24499,2,48998,39,Female,Shivamogga,UPI,128 GB,8 GB,3.8
MS0090,45845,OnePlus,OnePlus 12,63499,1,63499,44,Female,Belagavi,EMI,256 GB,12 GB,3.3
MS0457,45846,Xiaomi,Xiaomi 14,66999,2,133998,38,Male,Shivamogga,UPI,128 GB,8 GB,4.5
MS0006,45846,Vivo,Y28,13999,2,27998,42,Male,Shivamogga,UPI,256 GB,8 GB,3.9
MS0080,45847,Xiaomi,Xiaomi 14,69499,1,69499,37,Male,Bengaluru,UPI,128 GB,8 GB,3.7
MS0035,45847,Xiaomi,Redmi Note 13 Pro,24499,1,24499,23,Male,Shivamogga,UPI,128 GB,6 GB,3.9
MS0399,45847,OnePlus,Nord 3,33499,1,33499,28,Male,Hassan,EMI,512 GB,8 GB,3.7
MS0174,45847,Samsung,Galaxy A55,37999,1,37999,33,Male,Belagavi,Debit Card,512 GB,8 GB,4
MS0347,45848,Realme,GT 6,39499,1,39499,36,Male,Belagavi,Cash,128 GB,6 GB,3.3
MS0069,45848,Vivo,V30,31999,1,31999,53,Male,Belagavi,Debit Card,512 GB,8 GB,4.9
MS0328,45849,Oppo,Reno 11 Pro,38499,1,38499,19,Female,Tumakuru,Cash,128 GB,12 GB,4.7
MS0458,45849,OnePlus,Nord CE 4,23499,2,46998,35,Male,Bengaluru,EMI,128 GB,8 GB,4.2
MS0022,45849,Oppo,Reno 11,26999,1,26999,18,Male,Tumakuru,Credit Card,128 GB,6 GB,4.4
MS0293,45851,Apple,iPhone 15,69999,2,139998,31,Female,Bengaluru,Credit Card,128 GB,6 GB,4.5
MS0304,45852,Samsung,Galaxy S24,63499,1,63499,53,Male,Mysuru,EMI,128 GB,6 GB,4
MS0418,45853,Xiaomi,Redmi Note 13 Pro,25999,1,25999,53,Female,Mangaluru,UPI,128 GB,12 GB,4.3
MS0182,45855,Vivo,V30,32999,1,32999,38,Female,Hassan,Cash,128 GB,6 GB,4.5
MS0220,45855,Samsung,Galaxy A35,29999,1,29999,40,Male,Mangaluru,Credit Card,128 GB,8 GB,4.6
MS0231,45855,Apple,iPhone 15,67999,1,67999,54,Male,Belagavi,Cash,512 GB,8 GB,3.4
MS0247,45856,OnePlus,Nord 3,33499,1,33499,44,Female,Belagavi,EMI,256 GB,8 GB,3.6
MS0235,45858,OnePlus,OnePlus 12,61999,2,123998,39,Male,Tumakuru,Credit Card,128 GB,12 GB,3.5
MS0112,45858,Xiaomi,Poco X6,20999,1,20999,53,Female,Hassan,Credit Card,128 GB,12 GB,4.8
MS0073,45859,Vivo,V30,30999,1,30999,29,Female,Tumakuru,Debit Card,256 GB,12 GB,4.4
MS0223,45860,OnePlus,Nord 3,32499,1,32499,46,Female,Hubballi,Credit Card,128 GB,8 GB,3.7
MS0474,45861,Apple,iPhone 13,48499,1,48499,34,Male,Belagavi,Debit Card,256 GB,8 GB,4.8
MS0060,45863,Realme,GT 6,39499,1,39499,54,Male,Hubballi,UPI,256 GB,12 GB,4.6
MS0134,45864,Vivo,V30 Pro,42999,1,42999,24,Female,Bengaluru,Cash,128 GB,8 GB,4.9
MS0083,45865,Vivo,Y200,23999,2,47998,27,Male,Mysuru,UPI,128 GB,6 GB,4.6
MS0275,45865,Apple,iPhone 13,49499,2,98998,38,Female,Davangere,Cash,128 GB,8 GB,4.7
MS0296,45865,Samsung,Galaxy S24,64999,1,64999,20,Female,Belagavi,Debit Card,256 GB,6 GB,3.5
MS0082,45870,Vivo,V30,33499,1,33499,41,Male,Mysuru,UPI,256 GB,6 GB,3.9
MS0123,45871,Realme,12 Pro+,29499,1,29499,43,Male,Davangere,Credit Card,128 GB,12 GB,4.8
MS0010,45872,Apple,iPhone 15 Plus,78499,1,78499,24,Female,Tumakuru,Credit Card,128 GB,12 GB,3.5
MS0078,45872,Oppo,Reno 11,27999,1,27999,19,Male,Hubballi,Credit Card,512 GB,6 GB,3.5
MS0393,45872,Apple,iPhone 14,56999,1,56999,47,Female,Tumakuru,Credit Card,128 GB,6 GB,4.6
MS0118,45873,Xiaomi,Redmi Note 13,15499,1,15499,29,Male,Bengaluru,UPI,256 GB,8 GB,4.8
MS0088,45874,Xiaomi,Poco X6,20499,1,20499,34,Female,Tumakuru,EMI,128 GB,8 GB,4.7
MS0475,45875,Apple,iPhone 14,56999,1,56999,34,Female,Tumakuru,Debit Card,256 GB,6 GB,3.8
MS0070,45875,Oppo,Reno 11,28999,1,28999,37,Male,Hubballi,Cash,128 GB,8 GB,4.3
MS0218,45875,Realme,12 Pro,21999,1,21999,28,Female,Hubballi,Debit Card,128 GB,8 GB,3.9
MS0130,45875,Apple,iPhone 13,48499,1,48499,32,Male,Belagavi,Credit Card,256 GB,8 GB,4.7
MS0469,45877,Vivo,Y28,14499,2,28998,26,Female,Belagavi,Credit Card,256 GB,12 GB,4.3
MS0332,45877,Samsung,Galaxy A55,38999,1,38999,49,Female,Mangaluru,UPI,128 GB,6 GB,4.5
MS0209,45877,OnePlus,OnePlus 12R,40999,1,40999,21,Female,Tumakuru,Credit Card,256 GB,8 GB,4.8
MS0481,45879,Realme,12 Pro,21999,1,21999,53,Male,Tumakuru,Debit Card,256 GB,12 GB,3.4
MS0145,45879,Oppo,Reno 11 Pro,37999,2,75998,33,Female,Dharwad,Cash,256 GB,6 GB,3.7
MS0355,45880,Vivo,V30 Pro,45999,2,91998,45,Male,Mangaluru,EMI,128 GB,16 GB,3.5
MS0491,45880,Vivo,V30,32999,2,65998,29,Female,Hubballi,Debit Card,128 GB,12 GB,3.3
MS0212,45881,Samsung,Galaxy M35,18999,1,18999,29,Female,Shivamogga,Debit Card,256 GB,8 GB,4.3
MS0213,45882,OnePlus,OnePlus 12R,41499,1,41499,21,Male,Belagavi,Cash,128 GB,8 GB,4.1
MS0186,45882,Xiaomi,Redmi Note 13 Pro,24999,1,24999,32,Female,Tumakuru,Debit Card,512 GB,8 GB,4.9
MS0175,45882,Xiaomi,Redmi Note 13 Pro,22999,1,22999,54,Female,Hassan,EMI,128 GB,6 GB,3.5
MS0318,45883,Realme,Narzo 70,12999,1,12999,26,Female,Hubballi,EMI,256 GB,6 GB,4.7
MS0287,45884,OnePlus,Nord CE 4,24999,1,24999,53,Male,Tumakuru,EMI,256 GB,6 GB,3.9
MS0125,45884,Samsung,Galaxy A55,39499,1,39499,23,Male,Shivamogga,UPI,128 GB,12 GB,4.6
MS0439,45886,Oppo,Reno 11 Pro,38999,1,38999,47,Female,Dharwad,Debit Card,256 GB,12 GB,3.8
MS0312,45887,Samsung,Galaxy S24,63499,1,63499,45,Male,Dharwad,EMI,256 GB,12 GB,4
MS0173,45888,Apple,iPhone 15,69499,1,69499,53,Female,Davangere,Credit Card,256 GB,12 GB,3.2
MS0108,45888,Oppo,Reno 11 Pro,37999,1,37999,31,Male,Mysuru,Cash,128 GB,6 GB,4.8
MS0141,45888,Xiaomi,Redmi Note 13,15999,1,15999,22,Female,Hassan,Credit Card,256 GB,6 GB,4
MS0146,45888,Apple,iPhone 15,69499,1,69499,44,Male,Shivamogga,UPI,128 GB,8 GB,4
MS0337,45890,Apple,iPhone 15 Plus,79999,1,79999,39,Female,Belagavi,EMI,256 GB,12 GB,4.6
MS0179,45890,Apple,iPhone 14,59999,1,59999,28,Male,Dharwad,EMI,128 GB,8 GB,4.1
MS0271,45890,Samsung,Galaxy M35,16999,1,16999,48,Female,Dharwad,UPI,128 GB,16 GB,5
MS0194,45890,Oppo,F25 Pro,22499,2,44998,36,Male,Hubballi,Debit Card,128 GB,8 GB,3.7
MS0188,45891,Samsung,Galaxy A35,29499,2,58998,29,Male,Shivamogga,UPI,128 GB,6 GB,3.7
MS0028,45893,OnePlus,Nord CE 4,23499,1,23499,36,Male,Hassan,Credit Card,128 GB,6 GB,3.4
MS0084,45894,Oppo,Reno 11,29999,3,89997,26,Male,Mangaluru,Credit Card,256 GB,8 GB,4.1
MS0147,45894,Xiaomi,Redmi Note 13 Pro,24999,2,49998,32,Female,Hassan,Cash,128 GB,12 GB,3.4
MS0455,45894,OnePlus,OnePlus 12R,40999,1,40999,50,Male,Mangaluru,EMI,128 GB,16 GB,4.8
MS0473,45895,Realme,12 Pro+,29999,3,89997,24,Female,Hubballi,UPI,128 GB,8 GB,3.4
MS0309,45895,Xiaomi,Redmi Note 13,16999,1,16999,40,Male,Mangaluru,UPI,128 GB,8 GB,3.6
MS0448,45896,Vivo,Y28,13499,1,13499,26,Female,Hassan,UPI,512 GB,12 GB,4.7
MS0232,45897,OnePlus,Nord CE 4,24999,1,24999,49,Female,Dharwad,Cash,512 GB,8 GB,4.2
MS0142,45898,Oppo,Reno 11 Pro,39999,1,39999,55,Male,Hubballi,Credit Card,128 GB,8 GB,4.2
MS0052,45899,Vivo,V30 Pro,43999,1,43999,18,Male,Dharwad,Debit Card,256 GB,8 GB,3.3
MS0156,45900,Oppo,Reno 11,29999,1,29999,44,Male,Dharwad,EMI,256 GB,6 GB,4.2
MS0040,45901,Apple,iPhone 15,69999,3,209997,30,Female,Mysuru,Cash,128 GB,8 GB,4.6
MS0486,45903,OnePlus,OnePlus 12,63499,1,63499,19,Male,Mangaluru,Credit Card,128 GB,6 GB,3.3
MS0371,45903,OnePlus,Nord CE 4,22999,1,22999,46,Male,Hassan,Credit Card,128 GB,12 GB,4
MS0375,45904,Samsung,Galaxy A35,26999,2,53998,21,Female,Shivamogga,Cash,128 GB,8 GB,4
MS0221,45904,Xiaomi,Redmi Note 13 Pro,25999,1,25999,37,Male,Bengaluru,Cash,128 GB,8 GB,4.9
MS0462,45904,OnePlus,Nord CE 4,23499,1,23499,36,Female,Bengaluru,Cash,128 GB,8 GB,4.8
MS0484,45907,Oppo,Reno 11,28999,1,28999,39,Male,Hassan,Credit Card,256 GB,8 GB,4
MS0492,45907,Samsung,Galaxy A55,39999,1,39999,24,Male,Dharwad,UPI,128 GB,8 GB,3.9
MS0079,45909,Apple,iPhone 13,46999,1,46999,46,Female,Bengaluru,EMI,128 GB,8 GB,4.2
MS0242,45909,Samsung,Galaxy M35,17999,1,17999,47,Male,Hubballi,Debit Card,128 GB,16 GB,3.4
MS0089,45909,Apple,iPhone 13,48499,1,48499,23,Female,Hubballi,Cash,256 GB,12 GB,4.5
MS0259,45909,Samsung,Galaxy M35,19999,1,19999,30,Male,Bengaluru,Credit Card,256 GB,6 GB,4.4
MS0348,45910,Apple,iPhone 14,58999,2,117998,37,Female,Bengaluru,Debit Card,256 GB,12 GB,4.6
MS0027,45910,OnePlus,Nord CE 4,24999,1,24999,40,Male,Dharwad,Cash,128 GB,8 GB,4.8
MS0266,45911,Xiaomi,Redmi Note 13 Pro,24499,1,24499,39,Male,Bengaluru,Debit Card,256 GB,8 GB,4.8
MS0480,45911,Realme,Narzo 70,14499,1,14499,34,Female,Tumakuru,Cash,128 GB,8 GB,4.8
MS0286,45911,Xiaomi,Redmi Note 13 Pro,23999,1,23999,22,Male,Belagavi,Credit Card,128 GB,8 GB,4.5
MS0226,45912,OnePlus,Nord 3,32499,2,64998,40,Female,Davangere,Debit Card,256 GB,12 GB,4.4
MS0131,45912,OnePlus,Nord CE 4,21999,1,21999,32,Male,Mangaluru,Debit Card,128 GB,6 GB,4.1
MS0350,45913,OnePlus,Nord 3,33999,1,33999,37,Female,Tumakuru,Credit Card,128 GB,8 GB,4.8
MS0495,45914,Oppo,Reno 11,29999,1,29999,38,Male,Dharwad,Credit Card,256 GB,12 GB,4.9
MS0128,45914,Xiaomi,Redmi Note 13,15999,1,15999,52,Female,Dharwad,Credit Card,256 GB,6 GB,4.4
MS0019,45915,Vivo,V30,33999,1,33999,18,Female,Bengaluru,Debit Card,256 GB,8 GB,4.9
MS0240,45916,Samsung,Galaxy M35,19999,1,19999,20,Male,Hassan,EMI,512 GB,6 GB,4.5
MS0180,45916,Realme,12 Pro,23499,3,70497,28,Male,Shivamogga,Credit Card,256 GB,6 GB,3.9
MS0067,45917,Apple,iPhone 15 Plus,79999,2,159998,23,Male,Tumakuru,Credit Card,256 GB,8 GB,3.5
MS0107,45918,Samsung,Galaxy A55,36999,2,73998,45,Female,Mangaluru,Debit Card,128 GB,8 GB,4.2
MS0419,45919,Oppo,F25 Pro,23499,2,46998,33,Male,Hassan,Cash,128 GB,6 GB,4
MS0258,45920,Samsung,Galaxy M35,16999,1,16999,20,Female,Dharwad,Cash,128 GB,8 GB,4
MS0058,45921,Apple,iPhone 15 Plus,78499,1,78499,18,Female,Belagavi,Debit Card,128 GB,8 GB,4.4
MS0315,45921,Oppo,Reno 11 Pro,38999,2,77998,38,Female,Hassan,UPI,128 GB,8 GB,4.8
MS0412,45921,Xiaomi,Poco X6,21999,1,21999,28,Male,Hubballi,Cash,128 GB,12 GB,4.9
MS0386,45921,Oppo,Reno 11,27999,1,27999,25,Male,Dharwad,EMI,128 GB,8 GB,3.7
MS0053,45922,Samsung,Galaxy A55,37999,1,37999,52,Male,Mangaluru,UPI,256 GB,12 GB,4
MS0254,45924,Realme,12 Pro+,29999,1,29999,30,Male,Bengaluru,Cash,128 GB,8 GB,4.9
MS0114,45925,Oppo,F25 Pro,22499,1,22499,19,Male,Hassan,EMI,128 GB,8 GB,3.4
MS0199,45925,Xiaomi,Redmi Note 13 Pro,25999,1,25999,52,Male,Shivamogga,Cash,512 GB,6 GB,4.6
MS0427,45926,Xiaomi,Redmi Note 13,16499,1,16499,39,Male,Hubballi,Cash,256 GB,8 GB,3.7
MS0074,45927,Oppo,A79,15999,1,15999,42,Female,Davangere,UPI,512 GB,6 GB,4.5
MS0077,45928,Vivo,V30 Pro,42999,1,42999,43,Male,Belagavi,Cash,256 GB,12 GB,4.2
MS0409,45928,Oppo,F25 Pro,22499,1,22499,48,Male,Hassan,Credit Card,128 GB,8 GB,4.3
MS0034,45928,Samsung,Galaxy S24,63999,1,63999,39,Female,Tumakuru,UPI,256 GB,8 GB,3.8
MS0003,45928,Apple,iPhone 15,69999,1,69999,34,Female,Tumakuru,EMI,256 GB,6 GB,4.7
MS0456,45929,Realme,12 Pro,23999,1,23999,40,Female,Dharwad,Cash,256 GB,8 GB,3.4
MS0368,45930,Vivo,Y200,23999,1,23999,34,Female,Hubballi,Cash,256 GB,8 GB,4.6
MS0048,45931,Realme,GT 6,39999,1,39999,21,Female,Mysuru,Debit Card,256 GB,8 GB,4.2
MS0435,45932,Apple,iPhone 15 Plus,78999,1,78999,24,Female,Bengaluru,Credit Card,128 GB,6 GB,3.7
MS0319,45934,Apple,iPhone 14,57999,2,115998,20,Female,Shivamogga,UPI,128 GB,8 GB,3.5
MS0023,45934,Apple,iPhone 15 Plus,77999,1,77999,29,Male,Dharwad,Cash,256 GB,12 GB,3.9
MS0301,45934,Vivo,V30 Pro,43999,1,43999,44,Male,Belagavi,Debit Card,256 GB,8 GB,4.5
MS0460,45935,Realme,GT 6,38999,1,38999,30,Male,Belagavi,Cash,128 GB,8 GB,4.3
MS0442,45936,Realme,GT 6,37999,1,37999,46,Male,Hassan,Credit Card,256 GB,8 GB,3.3
MS0087,45937,Samsung,Galaxy S24,62999,1,62999,32,Female,Tumakuru,Debit Card,256 GB,8 GB,3.3
MS0228,45937,Xiaomi,Redmi Note 13 Pro,24499,1,24499,48,Male,Bengaluru,UPI,256 GB,8 GB,3.9
MS0499,45937,Realme,Narzo 70,15999,1,15999,22,Male,Mysuru,Credit Card,128 GB,16 GB,3.9
MS0339,45937,OnePlus,Nord CE 4,23499,1,23499,23,Male,Tumakuru,Debit Card,256 GB,12 GB,4
MS0361,45937,Oppo,A79,17999,3,53997,54,Female,Hubballi,EMI,256 GB,8 GB,4.4
MS0354,45938,Apple,iPhone 13,49999,1,49999,20,Male,Shivamogga,Cash,128 GB,12 GB,3.8
MS0316,45940,Vivo,Y200,22499,1,22499,22,Male,Mangaluru,Cash,128 GB,8 GB,4.2
MS0176,45940,Vivo,Y28,13999,2,27998,46,Female,Hubballi,EMI,256 GB,8 GB,4.2
MS0133,45940,Xiaomi,Redmi Note 13 Pro,25999,1,25999,48,Female,Davangere,EMI,128 GB,8 GB,4.6
MS0322,45941,Samsung,Galaxy A55,38499,1,38499,36,Female,Tumakuru,Debit Card,256 GB,8 GB,4
MS0164,45941,Realme,Narzo 70,13999,1,13999,19,Male,Mysuru,Debit Card,128 GB,8 GB,4.6
MS0158,45941,Xiaomi,Xiaomi 14,68999,2,137998,43,Female,Mangaluru,Credit Card,128 GB,12 GB,4.1
MS0468,45942,Realme,GT 6,37999,1,37999,26,Female,Hassan,Debit Card,128 GB,6 GB,4.7
MS0169,45943,Oppo,F25 Pro,23999,1,23999,39,Female,Shivamogga,Cash,128 GB,6 GB,3.4
MS0320,45943,Oppo,A79,17999,1,17999,34,Male,Tumakuru,EMI,256 GB,12 GB,4.1
MS0392,45945,Samsung,Galaxy A35,29999,2,59998,33,Male,Davangere,Credit Card,128 GB,12 GB,3.9
MS0363,45945,Oppo,Reno 11 Pro,36999,1,36999,55,Female,Belagavi,UPI,256 GB,8 GB,4.9
MS0300,45946,Apple,iPhone 15,66999,1,66999,46,Female,Bengaluru,Credit Card,512 GB,6 GB,3.9
MS0106,45946,Oppo,Reno 11 Pro,37999,1,37999,28,Male,Hubballi,Debit Card,128 GB,12 GB,3.3
MS0479,45946,Realme,Narzo 70,14499,1,14499,34,Male,Hassan,Debit Card,256 GB,6 GB,4.7
MS0449,45947,Oppo,A79,16999,1,16999,27,Male,Tumakuru,UPI,128 GB,6 GB,3.4
MS0489,45947,Apple,iPhone 15 Plus,79499,1,79499,34,Male,Mysuru,Debit Card,128 GB,8 GB,3.3
MS0119,45950,Oppo,A79,16999,1,16999,31,Female,Shivamogga,EMI,512 GB,6 GB,3.4
MS0021,45951,Realme,GT 6,37999,1,37999,54,Male,Hassan,Credit Card,256 GB,6 GB,4
MS0227,45951,Realme,12 Pro+,29999,1,29999,21,Male,Tumakuru,UPI,128 GB,6 GB,3.2
MS0200,45952,Samsung,Galaxy A35,26999,1,26999,26,Male,Tumakuru,Credit Card,256 GB,12 GB,4.1
MS0081,45953,Xiaomi,Redmi Note 13 Pro,25999,1,25999,18,Male,Shivamogga,UPI,128 GB,6 GB,4.9
MS0256,45955,OnePlus,Nord CE 4,24999,1,24999,52,Female,Shivamogga,Cash,256 GB,6 GB,4.2
MS0370,45956,Realme,Narzo 70,13999,1,13999,25,Female,Bengaluru,Debit Card,256 GB,8 GB,4.6
MS0094,45958,Xiaomi,Xiaomi 14,69999,2,139998,34,Female,Dharwad,UPI,128 GB,6 GB,4.7
MS0341,45959,Vivo,V30 Pro,45999,1,45999,48,Male,Bengaluru,Debit Card,128 GB,8 GB,4.6
MS0274,45961,Oppo,A79,17499,1,17499,34,Male,Mangaluru,Credit Card,256 GB,8 GB,3.2
MS0265,45961,Apple,iPhone 15 Plus,78999,1,78999,40,Female,Davangere,Cash,512 GB,12 GB,4.6
MS0076,45961,Vivo,V30 Pro,43999,1,43999,52,Female,Davangere,UPI,256 GB,8 GB,4.2
MS0302,45961,Apple,iPhone 13,48999,1,48999,43,Male,Belagavi,Debit Card,128 GB,16 GB,3.7
MS0324,45961,Realme,GT 6,39499,1,39499,46,Male,Tumakuru,Credit Card,256 GB,6 GB,4.6
MS0405,45962,Xiaomi,Redmi Note 13,16499,1,16499,39,Female,Mysuru,EMI,256 GB,8 GB,3.8
MS0378,45963,Realme,Narzo 70,15499,1,15499,47,Male,Davangere,EMI,128 GB,12 GB,3.4
MS0043,45964,Oppo,A79,17999,1,17999,22,Male,Davangere,Cash,128 GB,8 GB,4.4
MS0187,45964,Apple,iPhone 15 Plus,78999,1,78999,54,Female,Hassan,Credit Card,128 GB,12 GB,3.5
MS0248,45965,Vivo,V30,33999,1,33999,42,Female,Bengaluru,Credit Card,256 GB,8 GB,3.3
MS0425,45965,Samsung,Galaxy A55,38499,1,38499,46,Female,Hubballi,UPI,256 GB,6 GB,4.2
MS0018,45966,Vivo,V30,30999,2,61998,35,Male,Hassan,UPI,128 GB,12 GB,4.8
MS0068,45967,Vivo,V30,32999,1,32999,19,Female,Dharwad,Debit Card,128 GB,6 GB,4.6
MS0294,45967,OnePlus,OnePlus 12R,41999,3,125997,36,Male,Bengaluru,EMI,256 GB,12 GB,3.5
MS0424,45968,Oppo,A79,16999,1,16999,33,Male,Mangaluru,Debit Card,256 GB,8 GB,3.8
MS0381,45970,OnePlus,Nord 3,33499,1,33499,25,Male,Hassan,Credit Card,256 GB,8 GB,3.4
MS0025,45971,Realme,12 Pro,24999,1,24999,55,Male,Tumakuru,Cash,128 GB,8 GB,4.5
MS0402,45971,Realme,12 Pro,24499,1,24499,29,Male,Bengaluru,EMI,128 GB,8 GB,3.4
MS0191,45972,Vivo,Y200,22999,1,22999,55,Female,Davangere,Debit Card,128 GB,12 GB,3.6
MS0380,45973,Apple,iPhone 15,69499,1,69499,40,Female,Mysuru,EMI,256 GB,8 GB,4.4
MS0050,45973,Oppo,Reno 11 Pro,38499,1,38499,29,Female,Mangaluru,Cash,256 GB,6 GB,4.4
MS0323,45974,OnePlus,Nord CE 4,23499,1,23499,18,Male,Mysuru,Credit Card,128 GB,12 GB,4.3
MS0184,45975,Samsung,Galaxy M35,19999,1,19999,47,Female,Belagavi,Debit Card,128 GB,12 GB,5
MS0197,45975,Oppo,Reno 11 Pro,36999,2,73998,26,Female,Belagavi,UPI,128 GB,16 GB,4.4
MS0441,45975,OnePlus,OnePlus 12,63999,3,191997,47,Male,Davangere,UPI,128 GB,12 GB,4.3
MS0434,45976,Oppo,A79,16999,1,16999,42,Male,Dharwad,Credit Card,256 GB,8 GB,4
MS0041,45977,OnePlus,Nord CE 4,23999,1,23999,47,Male,Bengaluru,EMI,256 GB,16 GB,3.4
MS0385,45978,Realme,GT 6,40999,2,81998,33,Female,Bengaluru,UPI,256 GB,6 GB,4.7
MS0391,45979,OnePlus,Nord 3,31999,1,31999,43,Female,Mysuru,Debit Card,128 GB,8 GB,4.5
MS0351,45980,Oppo,Reno 11 Pro,38499,1,38499,44,Male,Belagavi,UPI,512 GB,6 GB,4.8
MS0358,45980,Realme,12 Pro+,29499,1,29499,39,Male,Shivamogga,Credit Card,256 GB,12 GB,4.8
MS0222,45981,Realme,GT 6,39499,1,39499,28,Male,Davangere,Credit Card,128 GB,6 GB,3.5
MS0229,45982,Xiaomi,Poco X6,18999,1,18999,21,Male,Mysuru,EMI,128 GB,16 GB,4.2
MS0496,45982,OnePlus,OnePlus 12,62999,2,125998,24,Female,Mysuru,EMI,128 GB,8 GB,3.5
MS0487,45982,Apple,iPhone 14,56999,1,56999,41,Female,Mangaluru,EMI,128 GB,8 GB,4.3
MS0238,45983,Xiaomi,Poco X6,19999,1,19999,53,Female,Bengaluru,Debit Card,256 GB,8 GB,4.2
MS0408,45983,Vivo,V30 Pro,44499,1,44499,51,Male,Davangere,UPI,128 GB,16 GB,5
MS0097,45984,Vivo,V30,33499,2,66998,31,Female,Dharwad,Debit Card,128 GB,16 GB,3.5
MS0154,45984,Realme,Narzo 70,14499,1,14499,21,Male,Tumakuru,UPI,128 GB,6 GB,3.5
MS0113,45985,Oppo,F25 Pro,23499,1,23499,29,Male,Mysuru,EMI,256 GB,6 GB,4.5
MS0046,45986,Vivo,V30,32999,2,65998,53,Male,Dharwad,UPI,128 GB,6 GB,4.5
MS0011,45988,Vivo,V30,33999,1,33999,18,Female,Mangaluru,UPI,512 GB,16 GB,4.6
MS0170,45988,Realme,Narzo 70,13999,1,13999,40,Female,Dharwad,Debit Card,256 GB,12 GB,4.3
MS0500,45993,Oppo,Reno 11,29499,1,29499,40,Male,Mysuru,UPI,512 GB,12 GB,4.8
MS0085,45995,Apple,iPhone 15 Plus,76999,2,153998,52,Female,Tumakuru,EMI,256 GB,8 GB,4.2
MS0292,45995,Xiaomi,Poco X6,20499,2,40998,18,Male,Hubballi,Credit Card,128 GB,12 GB,4.5
MS0251,45995,Vivo,V30 Pro,43999,1,43999,34,Male,Tumakuru,Credit Card,128 GB,8 GB,4.9
MS0168,45997,OnePlus,OnePlus 12R,40999,2,81998,29,Male,Mysuru,EMI,256 GB,8 GB,4.7
MS0056,45997,Xiaomi,Xiaomi 14,66999,1,66999,18,Female,Belagavi,Debit Card,128 GB,12 GB,3.6
MS0285,45997,Vivo,V30,30999,1,30999,55,Male,Mangaluru,Debit Card,256 GB,6 GB,3.5
MS0476,45998,OnePlus,Nord CE 4,21999,1,21999,43,Female,Hassan,Debit Card,256 GB,12 GB,3.8
MS0404,45999,Vivo,Y200,22999,1,22999,36,Male,Davangere,EMI,256 GB,12 GB,3.5
MS0394,45999,Oppo,A79,16999,1,16999,49,Male,Hassan,Credit Card,256 GB,8 GB,3.3
MS0364,45999,OnePlus,Nord 3,32499,2,64998,22,Female,Mangaluru,UPI,128 GB,8 GB,4.1
MS0211,46000,Vivo,Y28,12999,1,12999,50,Male,Shivamogga,EMI,128 GB,12 GB,3.3
MS0020,46001,OnePlus,OnePlus 12,62999,1,62999,52,Male,Bengaluru,EMI,128 GB,12 GB,4.7
MS0099,46001,Oppo,F25 Pro,21999,1,21999,42,Female,Mysuru,Cash,128 GB,16 GB,3.5
MS0096,46002,OnePlus,Nord CE 4,23499,1,23499,51,Male,Mangaluru,UPI,128 GB,12 GB,4.1
MS0029,46002,Samsung,Galaxy S24,63999,1,63999,51,Male,Davangere,EMI,128 GB,6 GB,4.1
MS0261,46003,Oppo,A79,17999,1,17999,53,Female,Davangere,UPI,128 GB,12 GB,4.6
MS0136,46003,Samsung,Galaxy A55,39499,1,39499,41,Male,Mangaluru,Cash,256 GB,12 GB,4.6
MS0054,46003,OnePlus,OnePlus 12R,39999,1,39999,41,Male,Belagavi,Cash,128 GB,12 GB,3.9
MS0243,46003,Oppo,F25 Pro,23999,1,23999,54,Male,Hassan,EMI,256 GB,12 GB,4.4
MS0438,46003,OnePlus,Nord CE 4,23499,1,23499,45,Female,Hubballi,Debit Card,128 GB,8 GB,3.3
MS0172,46005,OnePlus,OnePlus 12,64499,1,64499,51,Male,Shivamogga,Credit Card,256 GB,12 GB,4.3
